,Unnamed: 0,id,Date,v,final_v,ml_v,h,final_h,ml_h,total_open,total_close,spread_open,spread_close,v_win_prob,h_win_prob,actual_spread,pred_spread,hw_prob,margin,spread_diff_vegas,vegas_spread_winprob,bet_size,pred_error,spread_outcome,bet_outcome
537,537,537,311,Atlanta,121,-145,Toronto,120,125,227.5,226.5,2.0,3.0,0.5711159737417943,0.4288840262582056,-1,0.5476957903353232,0.4849346853762378,1,-2.4523042096646765,0.5676,0.022990000000000035,0.45230420966467677,1,1
538,538,538,311,Orlando,103,350,Miami,111,-420,214.5,210.5,-6.5,-9.0,0.2157676348547718,0.7842323651452283,8,-9.219519950104626,0.737556045911333,-8,-0.2195199501046261,0.5061,0.0,1.219519950104626,1,0
539,539,539,311,Philadelphia,127,140,Chicago,105,-160,228.5,229.0,-3.5,-3.5,0.4037267080745341,0.5962732919254659,-22,1.354015088084301,0.4628007000056054,22,4.854015088084301,0.368,-0.05680000000000001,20.6459849119157,1,0
540,540,540,311,Minnesota,135,300,NewOrleans,105,-360,238.0,237.5,-8.5,-8.0,0.2421052631578947,0.7578947368421054,-30,-13.604280478008643,0.8259359218802196,30,-5.6042804780086435,0.6514,0.06698499999999999,43.60428047800865,1,1
541,541,541,311,NewYork,101,475,Milwaukee,134,-650,224.5,222.5,-10.5,-11.0,0.1671309192200557,0.8328690807799444,33,-7.7090226672242945,0.7025181190422218,-33,3.2909773327757055,0.40959999999999996,-0.03496000000000001,-25.290977332775704,-1,1
542,542,542,311,Dallas,108,-135,OklahomaCity,116,115,218.5,215.5,6.5,2.0,0.552594002855783,0.447405997144217,8,6.00161819057145,0.3394719498154981,-8,4.00161819057145,0.39049999999999996,-0.04498750000000001,-14.001618190571449,-1,1
543,543,543,311,GoldenState,104,240,LAClippers,130,-280,231.5,229.5,-7.5,-7.0,0.2852852852852853,0.7147147147147147,26,-4.570426093970268,0.6236957803560768,-26,2.4295739060297317,0.43300000000000005,-0.02267499999999997,-21.42957390602973,-1,1
544,544,544,311,Houston,105,180,Sacramento,125,-210,227.5,231.0,-4.5,-6.5,0.3452115812917595,0.6547884187082406,20,-9.27562806727155,0.738815680482536,-20,-2.7756280672715494,0.5764,0.027610000000000013,-10.72437193272845,-1,0
545,545,545,311,Phoenix,127,-180,Portland,121,160,226.5,227.0,4.0,4.5,0.6256684491978609,0.374331550802139,-6,13.422820443623968,0.1772978987211624,6,8.922820443623968,0.26770000000000005,-0.10945749999999999,-7.4228204436239675,-1,1
546,546,546,312,Cleveland,82,240,NewOrleans,116,-280,228.5,225.5,-7.5,-6.5,0.2852852852852853,0.7147147147147147,34,-7.171388909022591,0.6895511751453671,-34,-0.6713889090225909,0.5186,0.0,-26.82861109097741,-1,0
547,547,547,312,Philadelphia,127,-155,Washington,101,135,234.5,239.5,5.0,3.0,0.5882115462252725,0.4117884537747275,-26,2.615787617245664,0.4284196123534561,26,-0.384212382754336,0.5105999999999999,0.0,23.384212382754335,1,0
548,548,548,312,Denver,103,-150,Memphis,102,130,226.0,228.5,2.5,2.5,0.5798319327731092,0.4201680672268907,-1,2.476923584734407,0.4321817406001385,1,-0.02307641526559312,0.5005999999999999,0.0,-1.4769235847344069,-1,0
549,549,549,312,Orlando,77,265,SanAntonio,104,-320,219.5,214.5,-7.0,-7.5,0.2644836272040302,0.7355163727959698,27,-9.019742541466927,0.7330459022329522,-27,-1.5197425414669272,0.542,0.009549999999999998,-17.980257458533075,-1,0
550,550,550,312,Miami,101,-130,Chicago,90,110,220.5,222.5,2.5,2.0,0.5427435387673957,0.4572564612326044,-11,2.015591265846864,0.4447225876449645,11,0.01559126584686421,0.49960000000000004,0.0,8.984408734153135,1,0
551,551,551,312,Houston,99,1500,Utah,114,-5000,226.5,229.5,-15.5,-19.0,0.0599294947121034,0.9400705052878964,15,-27.213561076546704,0.9697270607348178,-15,-8.213561076546704,0.7158,0.10079500000000002,12.213561076546704,1,1
552,552,552,312,Indiana,100,170,LALakers,105,-190,217.0,220.5,-5.0,-5.0,0.361145703611457,0.6388542963885429,5,-9.913712434733483,0.752919048021784,-5,-4.913712434733483,0.6335,0.05758749999999999,4.913712434733483,1,1
553,553,553,313,NewYork,119,-175,OklahomaCity,97,155,213.5,208.5,5.5,4.5,0.6187175043327556,0.3812824956672443,-22,-4.354373770022937,0.6180264585404395,22,-8.854373770022937,0.7307,0.10861749999999999,26.35437377002294,1,1
554,554,554,313,Detroit,95,500,Brooklyn,100,-700,229.0,225.5,-11.5,-11.0,0.1599999999999999,0.84,5,-16.125444987536177,0.8669523473223186,-5,-5.125444987536177,0.6391,0.06052749999999999,11.125444987536177,1,1
555,555,555,313,Milwaukee,125,-1000,Washington,119,650,239.5,236.0,11.0,13.0,0.8720930232558138,0.127906976744186,-6,1.7412421299005283,0.4522076442866737,6,-11.258757870099473,0.7829,0.1360225,4.258757870099472,1,1
556,556,556,313,Toronto,104,120,Charlotte,114,-140,227.5,234.0,-2.0,-2.5,0.437956204379562,0.562043795620438,10,3.15536139603758,0.4138660556134369,-10,5.655361396037581,0.34730000000000005,-0.0676675,-13.15536139603758,-1,1
557,557,557,313,Sacramento,106,170,Atlanta,121,-190,239.0,239.0,-5.0,-4.0,0.361145703611457,0.6388542963885429,15,-11.25924987231194,0.7812730869959765,-15,-7.2592498723119405,0.6929000000000001,0.08877250000000005,-3.7407501276880595,-1,0
558,558,558,313,Portland,125,-210,Minnesota,121,180,232.5,234.5,4.5,5.0,0.6547884187082406,0.3452115812917595,-4,7.849505354517245,0.2941348366918885,4,2.8495053545172446,0.4216,-0.028659999999999988,-3.8495053545172446,-1,1
559,559,559,313,Dallas,116,110,Denver,103,-130,226.0,225.0,-2.5,-1.0,0.4572564612326044,0.5427435387673957,-13,-3.632955057917971,0.5989184467984829,13,-2.632955057917971,0.5725,0.025562499999999957,16.63295505791797,1,1
560,560,560,313,Indiana,122,250,Phoenix,111,-300,219.5,225.5,-6.5,-7.0,0.2758620689655172,0.7241379310344829,-11,-20.642584001198077,0.9227226872689472,11,-13.642584001198077,0.8283,0.15985750000000004,31.642584001198077,1,1
561,561,561,314,Memphis,122,-410,OklahomaCity,128,340,220.5,223.5,6.5,9.5,0.7796024200518582,0.2203975799481417,6,4.805813626180299,0.3701578060771784,-6,-4.694186373819701,0.6278,0.054594999999999984,-10.8058136261803,-1,0
562,562,562,314,Utah,119,-310,GoldenState,131,260,230.0,234.0,6.5,7.5,0.7313237221494101,0.2686762778505897,12,10.290314033508167,0.2389522817990095,-12,2.7903140335081673,0.4232,-0.027819999999999994,-22.290314033508167,-1,1
563,563,563,314,SanAntonio,99,180,Philadelphia,134,-210,225.5,223.5,-2.5,-5.0,0.3452115812917595,0.6547884187082406,35,-0.7141192496624913,0.519639809308852,-35,4.285880750337508,0.383,-0.04892500000000003,-34.28588075033751,-1,1
564,564,564,314,Miami,102,-300,Orlando,97,250,211.5,209.0,7.0,8.0,0.7241379310344829,0.2758620689655172,-5,6.8676839125299125,0.3178806862838116,5,-1.1323160874700875,0.5313,0.003932499999999994,-1.8676839125299125,-1,0
565,565,565,314,Cleveland,82,190,Atlanta,100,-220,223.5,222.5,-6.5,-5.5,0.3340292275574112,0.6659707724425887,18,-7.208556704027533,0.6904554848404386,-18,-1.708556704027533,0.5472,0.012280000000000013,-10.791443295972467,-1,0
566,566,566,314,Boston,134,-700,Houston,107,500,224.0,221.5,10.5,11.0,0.84,0.1599999999999999,-27,14.719097867050117,0.1550266505367988,27,3.7190978670501167,0.3981,-0.04099749999999998,12.280902132949883,1,0
567,567,567,314,Portland,112,-185,Minnesota,114,165,234.0,234.5,5.0,5.0,0.6323766526926797,0.3676233473073202,2,7.849505354517245,0.2941348366918885,-2,2.8495053545172446,0.4216,-0.028659999999999988,-9.849505354517245,-1,1
568,568,568,314,Toronto,95,150,Chicago,118,-170,232.5,229.0,-4.0,-3.5,0.3884892086330935,0.6115107913669064,23,-0.9021726277328151,0.5248057051318806,-23,2.5978273722671847,0.4284,-0.02508999999999998,-22.097827372267187,-1,1
569,569,569,314,LAClippers,115,-250,NewOrleans,135,210,236.0,233.0,5.5,6.0,0.6888888888888889,0.311111111111111,20,-1.3558730451444558,0.5372501957582548,-20,-7.355873045144456,0.6953,0.0900325,-18.644126954855544,-1,0
570,570,570,315,Milwaukee,133,-350,Washington,122,290,238.5,244.5,9.5,8.5,0.7520661157024794,0.2479338842975206,-11,1.7412421299005283,0.4522076442866737,11,-6.758757870099472,0.6806,0.08231499999999999,9.258757870099473,1,1
571,571,571,315,Sacramento,116,140,Charlotte,122,-160,241.0,240.0,-2.0,-3.0,0.4037267080745341,0.5962732919254659,6,-5.204356648364322,0.640172960806213,-6,-2.204356648364322,0.5608,0.019419999999999965,-0.795643351635678,-1,0
572,572,572,315,NewYork,112,290,Brooklyn,117,-350,225.0,223.5,-7.5,-8.5,0.2479338842975206,0.7520661157024794,5,-14.042543660150766,0.8335904818960035,-5,-5.542543660150766,0.6497999999999999,0.06614499999999994,9.042543660150766,1,1
573,573,573,315,SanAntonio,109,-120,Detroit,99,100,219.5,210.5,3.5,1.5,0.5217391304347826,0.4782608695652174,-10,8.776432213504993,0.2724994113330552,10,7.276432213504993,0.3067,-0.08898250000000002,1.223567786495007,1,0
574,574,574,315,Indiana,106,165,Denver,121,-185,226.5,223.5,-5.5,-4.0,0.3676233473073202,0.6323766526926797,15,-15.42190519034574,0.8562404215417359,-15,-11.42190519034574,0.7862,0.137755,0.4219051903457398,1,1
575,575,575,315,LAClippers,109,-125,Dallas,99,105,228.5,229.0,2.5,1.5,0.5324675324675325,0.4675324675324675,-10,-4.873956571656148,0.6316154427591308,10,-6.373956571656148,0.671,0.07727500000000004,14.873956571656148,1,1
576,576,576,315,Memphis,99,260,Phoenix,122,-310,228.0,228.0,-7.5,-7.5,0.2686762778505897,0.7313237221494101,23,-10.049438433161455,0.7558655314881295,-23,-2.5494384331614555,0.5703,0.024407500000000023,-12.950561566838545,-1,0
577,577,577,315,LALakers,128,-135,GoldenState,97,115,222.5,225.0,3.0,1.5,0.552594002855783,0.447405997144217,-31,2.865472892782704,0.4216716544047305,31,1.3654728927827038,0.46220000000000006,-0.007344999999999969,28.134527107217295,1,0
578,578,578,316,Utah,117,-160,Boston,109,140,225.5,229.5,0.5,3.5,0.5962732919254659,0.4037267080745341,-8,8.966709153134516,0.2681579133930523,8,5.466709153134516,0.35209999999999997,-0.06514749999999997,-0.9667091531345164,-1,1
579,579,579,316,OklahomaCity,102,240,Chicago,123,-280,223.0,227.5,-4.5,-7.0,0.2852852852852853,0.7147147147147147,21,-2.8751792964621927,0.578590218979449,-21,4.124820703537807,0.3873,-0.04666750000000005,-18.124820703537807,-1,1
580,580,580,316,Atlanta,119,-380,Houston,107,320,224.5,225.5,9.5,8.5,0.7687861271676301,0.2312138728323699,-12,17.007123883221418,0.1204169330024558,12,8.507123883221418,0.2773,-0.10441750000000004,-5.007123883221418,-1,1
581,581,581,316,Cleveland,98,450,Miami,113,-600,212.5,206.5,-10.0,-11.0,0.175,0.8250000000000001,15,-8.402706788484533,0.7188730715649828,-15,2.597293211515467,0.4284,-0.02508999999999998,-6.597293211515467,-1,1
582,582,582,316,NewYork,96,250,Philadelphia,99,-300,214.0,220.0,-7.5,-7.0,0.2758620689655172,0.7241379310344829,3,-8.58356815456943,0.723064734040329,-3,-1.5835681545694307,0.5438000000000001,0.01049500000000001,5.583568154569431,1,1
583,583,583,316,NewOrleans,124,110,Portland,125,-130,240.5,240.0,-1.5,-1.5,0.4572564612326044,0.5427435387673957,1,2.2270210671293285,0.4389674337677531,-1,3.7270210671293285,0.39790000000000003,-0.0411025,-3.2270210671293285,-1,1
584,584,584,316,Minnesota,121,290,LALakers,137,-350,224.0,223.5,-9.0,-7.5,0.2479338842975206,0.7520661157024794,16,-14.071208288038692,0.8340834405398396,-16,-6.571208288038692,0.6759,0.07984749999999996,-1.928791711961308,-1,0
585,585,585,317,Milwaukee,109,-240,Philadelphia,105,200,236.5,235.0,3.5,6.0,0.6792452830188679,0.320754716981132,-4,-2.050463506132492,0.5562274766999381,4,-8.050463506132491,0.7119,0.09874749999999997,6.050463506132492,1,1
586,586,586,317,Brooklyn,124,100,Indiana,115,-120,230.5,230.0,4.5,-2.0,0.4782608695652174,0.5217391304347826,-9,13.123665794409431,0.1827113975383441,9,15.123665794409431,0.14680000000000004,-0.17292999999999994,-4.1236657944094315,-1,1
587,587,587,317,Toronto,112,-250,Detroit,116,210,220.5,218.0,3.5,6.5,0.6888888888888889,0.311111111111111,4,6.058445728563011,0.3380379583748605,-4,-0.44155427143698933,0.5122,0.0,-10.058445728563012,-1,0
588,588,588,317,Sacramento,121,-105,Washington,119,-115,244.0,248.0,-3.5,-1.0,0.4891657638136511,0.5108342361863488,-2,-8.000118142973355,0.709434106742773,2,-7.0001181429733546,0.6866,0.08546500000000003,10.000118142973355,1,1
589,589,589,317,GoldenState,108,-700,Houston,94,500,226.5,230.5,12.5,11.0,0.84,0.1599999999999999,-14,13.395492986676464,0.177788170933685,14,2.395492986676464,0.43389999999999995,-0.022202499999999993,0.604507013323536,1,0
590,590,590,317,Boston,110,-340,Cleveland,117,280,217.5,212.5,9.0,7.5,0.745958429561201,0.2540415704387991,7,2.5686946502815164,0.4296947520841575,-7,-4.9313053497184836,0.634,0.057849999999999985,-9.568694650281516,-1,0
591,591,591,317,SanAntonio,106,105,Chicago,99,-125,227.0,223.0,-1.5,-1.5,0.4675324675324675,0.5324675324675325,-7,1.8158138572091664,0.4501713109750979,7,3.315813857209166,0.40890000000000004,-0.03532749999999996,5.184186142790834,1,0
592,592,592,317,Miami,85,-120,Memphis,89,100,220.5,219.5,2.5,1.0,0.5217391304347826,0.4782608695652174,4,-2.266879101445956,0.5621161023618011,-4,-3.266879101445956,0.5897,0.03459249999999999,-1.733120898554044,-1,0
593,593,593,317,Charlotte,104,220,Denver,129,-260,229.5,228.5,-7.0,-6.5,0.3020134228187919,0.6979865771812079,25,-13.168764013372336,0.8181112409183944,-25,-6.668764013372336,0.6784,0.08116,-11.831235986627664,-1,0
594,594,594,317,LAClippers,89,-140,Dallas,105,120,226.0,225.5,3.0,2.5,0.562043795620438,0.437956204379562,16,-4.873956571656148,0.6316154427591308,-16,-7.373956571656148,0.6957,0.09024249999999998,-11.126043428343852,-1,0
595,595,595,318,Utah,122,-700,Washington,131,500,237.5,240.5,10.5,10.5,0.84,0.1599999999999999,9,9.937814866301798,0.2465563255772547,-9,-0.5621851336982022,0.5156000000000001,0.0,-18.9378148663018,-1,0
596,596,596,318,Orlando,93,180,NewYork,94,-210,208.0,206.5,-6.5,-5.0,0.3452115812917595,0.6547884187082406,1,-1.1502936365599892,0.5316151644039759,-1,3.849706363440011,0.39459999999999995,-0.04283499999999999,0.15029363655998917,1,0
597,597,597,318,OklahomaCity,93,265,Atlanta,116,-320,226.5,224.0,-7.0,-8.0,0.2644836272040302,0.7355163727959698,23,-4.872538496639415,0.6315785693189411,-23,3.1274615033605846,0.41400000000000003,-0.03264999999999996,-18.127461503360585,-1,1
598,598,598,318,Minnesota,123,475,Phoenix,119,-650,228.0,232.0,-10.5,-11.0,0.1671309192200557,0.8328690807799444,-4,-24.80007985450328,0.9563994454261592,4,-13.80007985450328,0.8311,0.16132749999999998,28.80007985450328,1,1
599,599,599,318,NewOrleans,93,105,Portland,101,-125,242.0,239.0,-2.0,-1.5,0.4675324675324675,0.5324675324675325,8,2.2270210671293285,0.4389674337677531,-8,3.7270210671293285,0.39790000000000003,-0.0411025,-10.227021067129328,-1,1
600,600,600,318,Charlotte,105,250,LALakers,116,-300,227.5,225.0,-8.0,-7.0,0.2758620689655172,0.7241379310344829,11,-7.660571257760081,0.701359728783789,-11,-0.6605712577600809,0.5183,0.0,-3.339428742239919,-1,0
601,601,601,319,SanAntonio,116,-200,Cleveland,110,175,216.0,213.5,2.5,5.0,0.6470588235294118,0.3529411764705882,-6,5.851093342272121,0.3432815094763655,6,0.8510933422721214,0.47640000000000005,0.0,0.1489066577278786,1,0
602,602,602,319,Sacramento,107,240,Boston,96,-280,234.5,232.5,-7.5,-7.0,0.2852852852852853,0.7147147147147147,-11,-8.971223856140636,0.7319446730520849,11,-1.9712238561406359,0.5544,0.01606,19.971223856140636,1,1
603,603,603,319,GoldenState,116,230,Memphis,103,-270,224.0,220.5,-8.5,-6.5,0.2934179222839017,0.7065820777160983,-13,-7.072660082447909,0.6871434982994378,13,-0.5726600824479089,0.5159,0.0,20.07266008244791,1,0
604,604,604,319,Detroit,113,110,Houston,100,-130,216.0,216.0,-3.0,-2.0,0.4572564612326044,0.5427435387673957,-13,8.049146326748371,0.2894085010946443,13,10.049146326748371,0.24260000000000004,-0.12263499999999997,4.950853673251629,1,0
605,605,605,319,Utah,115,-185,Toronto,112,165,228.0,232.0,5.5,4.5,0.6323766526926797,0.3676233473073202,-3,8.402296946085894,0.281136461681331,3,3.902296946085894,0.3932,-0.04357000000000002,-5.402296946085894,-1,1
606,606,606,319,Brooklyn,113,-650,Orlando,121,475,224.5,224.5,9.0,10.5,0.8328690807799444,0.1671309192200557,8,11.665083240348686,0.210557454327155,-8,1.165083240348686,0.4678,-0.004404999999999971,-19.665083240348686,-1,1
607,607,607,319,Indiana,137,160,Miami,110,-180,215.5,216.5,-5.0,-4.0,0.374331550802139,0.6256684491978609,-27,-10.678102504165375,0.769262693882012,27,-6.678102504165375,0.6786,0.08126500000000002,37.67810250416537,1,1
608,608,608,319,Chicago,127,245,Denver,131,-290,229.5,225.0,-6.5,-7.0,0.2804746494066882,0.7195253505933118,4,-9.111229989601942,0.7351161583992948,-4,-2.1112299896019415,0.5583,0.0181075,5.1112299896019415,1,1
609,609,609,319,Dallas,119,-165,Portland,125,145,233.5,227.5,1.5,2.5,0.6040343668285393,0.3959656331714605,6,5.74510459364102,0.3459735415449227,-6,3.2451045936410203,0.41090000000000004,-0.034277499999999926,-11.74510459364102,-1,1
610,610,610,319,Minnesota,101,525,Phoenix,113,-750,231.0,233.0,-10.5,-10.5,0.1534988713318284,0.8465011286681716,12,-24.80007985450328,0.9563994454261592,-12,-14.30007985450328,0.8397,0.1658425,12.80007985450328,1,1
611,611,611,320,Atlanta,99,155,LALakers,94,-175,224.0,219.0,-4.5,-3.0,0.3812824956672443,0.6187175043327556,-5,-1.605678033812464,0.5440873161683115,5,1.394321966187536,0.46140000000000003,-0.007764999999999994,6.605678033812464,1,0
612,612,612,320,Sacramento,105,190,Philadelphia,129,-220,237.0,228.5,-5.5,-3.5,0.3340292275574112,0.6659707724425887,24,-11.791823779006377,0.7919566770846636,-24,-8.291823779006377,0.7176,0.10173999999999998,-12.208176220993623,-1,0
613,613,613,320,GoldenState,103,225,Memphis,111,-265,222.5,220.0,-6.0,-6.5,0.2976554536187564,0.7023445463812437,8,-7.072660082447909,0.6871434982994378,-8,-0.5726600824479089,0.5159,0.0,-0.9273399175520911,-1,0
614,614,614,320,SanAntonio,113,550,Milwaukee,120,-800,228.0,229.5,-9.5,-11.5,0.1475409836065574,0.8524590163934427,7,0.1604262376826444,0.4955862411445195,-7,11.660426237682644,0.20899999999999996,-0.140275,-7.160426237682644,-1,1
615,615,615,320,Charlotte,98,400,LAClippers,125,-500,233.5,231.5,-10.5,-9.5,0.1935483870967742,0.8064516129032258,27,-7.013688421372931,0.6857015437889324,-27,2.4863115786270686,0.4315,-0.023462500000000008,-19.986311578627067,-1,1
616,616,616,321,Indiana,109,140,Miami,106,-160,217.0,218.5,-4.5,-3.5,0.4037267080745341,0.5962732919254659,-3,-10.678102504165375,0.769262693882012,3,-7.178102504165375,0.6909000000000001,0.08772250000000001,13.678102504165375,1,1
617,617,617,321,OklahomaCity,114,175,Houston,112,-200,216.5,218.5,-1.5,-5.0,0.3529411764705882,0.6470588235294118,-2,13.31050340536936,0.1793183980417885,2,18.31050340536936,0.1018,-0.19655499999999995,-11.31050340536936,-1,1
618,618,618,321,NewOrleans,113,220,Denver,108,-260,233.5,230.0,-6.0,-6.5,0.3020134228187919,0.6979865771812079,-5,-7.151038584429663,0.6890555560173013,5,-0.6510385844296627,0.518,0.0,12.151038584429664,1,0
619,619,619,321,Orlando,96,310,Boston,112,-370,216.5,215.5,-9.0,-9.0,0.2365374937091091,0.7634625062908907,16,-5.737343849476323,0.6538290333102941,-16,3.262656150523677,0.4104,-0.03453999999999998,-10.262656150523677,-1,1
620,620,620,321,Washington,106,320,Brooklyn,113,-380,245.0,249.0,-8.5,-9.0,0.2312138728323699,0.7687861271676301,7,-10.426599160401713,0.7639528927266624,-7,-1.4265991604017128,0.5395,0.00823749999999997,3.4265991604017128,1,1
621,621,621,321,Chicago,100,-150,Detroit,86,130,218.5,217.0,2.0,3.5,0.5798319327731092,0.4201680672268907,-14,5.784700337508469,0.3449669202518926,14,2.284700337508469,0.43700000000000006,-0.02057499999999996,8.215299662491532,1,0
622,622,622,321,Toronto,105,-300,Cleveland,116,250,217.0,216.5,7.0,7.0,0.7241379310344829,0.2758620689655172,11,3.13310685733014,0.4144641229647566,-11,-3.86689314266986,0.6059,0.04309749999999998,-14.13310685733014,-1,0
623,623,623,321,Philadelphia,101,-125,NewYork,100,105,215.0,211.5,3.5,1.0,0.5324675324675325,0.4675324675324675,-1,6.231732116994717,0.333679795152517,1,5.231732116994717,0.35819999999999996,-0.06194500000000004,-5.231732116994717,-1,1
624,624,624,321,LALakers,94,425,Phoenix,111,-550,216.0,217.0,-3.0,-10.0,0.1837455830388692,0.8162544169611309,17,-11.904789585251947,0.7941825537509415,-17,-1.9047895852519474,0.5526,0.01511499999999999,-5.095210414748053,-1,0
625,625,625,321,Dallas,132,-130,Portland,92,110,230.5,227.0,2.5,2.0,0.5427435387673957,0.4572564612326044,-40,5.74510459364102,0.3459735415449227,40,3.7451045936410203,0.3974,-0.041365000000000055,34.25489540635898,1,0
626,626,626,322,Sacramento,119,-180,Cleveland,105,160,225.0,224.0,4.5,4.5,0.6256684491978609,0.374331550802139,-14,4.2013534556099446,0.3860043192985264,14,-0.29864654439005545,0.5083,0.0,9.798646544390056,1,0
627,627,627,322,OklahomaCity,112,170,Minnesota,103,-190,226.5,230.5,-2.0,-5.0,0.361145703611457,0.6388542963885429,-9,-3.9801553110386583,0.6081472893124211,9,1.0198446889613417,0.4718,-0.0023050000000000236,12.980155311038658,1,0
628,628,628,322,Charlotte,100,190,SanAntonio,97,-220,225.5,223.5,-5.5,-5.0,0.3340292275574112,0.6659707724425887,-3,-4.456195736319485,0.6207015557539406,3,0.5438042636805154,0.4849,0.0,7.456195736319485,1,0
629,629,629,322,Boston,126,165,Memphis,132,-185,221.5,218.5,-1.0,-4.5,0.3676233473073202,0.6323766526926797,6,-6.589568222819341,0.6752485866571072,-6,-2.0895682228193406,0.5577,0.017792499999999996,0.5895682228193406,1,1
630,630,630,322,Indiana,113,230,Milwaukee,140,-270,232.0,232.5,-10.0,-6.5,0.2934179222839017,0.7065820777160983,27,-10.21551111524938,0.7594448802437075,-27,-3.715511115249379,0.6018,0.04094499999999997,-16.784488884750623,-1,0
631,631,631,322,Toronto,99,-380,Houston,117,320,223.5,225.5,8.5,8.5,0.7687861271676301,0.2312138728323699,18,6.021493136477757,0.3389701579027371,-18,-2.4785068635222434,0.5683,0.023357499999999986,-24.02149313647776,-1,0
632,632,632,322,Utah,120,-500,Chicago,95,400,231.0,227.5,8.5,9.5,0.8064516129032258,0.1935483870967742,-25,-6.242323670454768,0.666585864176769,25,-15.742323670454768,0.8629,0.17802250000000003,31.242323670454766,1,1
633,633,633,322,Atlanta,110,220,LAClippers,119,-260,226.0,225.0,-6.5,-6.5,0.3020134228187919,0.6979865771812079,9,-1.421249826286672,0.5390406939180091,-9,5.078750173713328,0.36219999999999997,-0.059844999999999975,-7.578750173713328,-1,1
634,634,634,323,Denver,110,-350,Orlando,99,290,218.0,217.5,7.5,7.5,0.7520661157024794,0.2479338842975206,-11,12.953158446137916,0.1858425747409609,11,5.453158446137916,0.35250000000000004,-0.0649375,-1.9531584461379161,-1,1
635,635,635,323,LALakers,111,210,NewOrleans,128,-250,221.5,221.5,-5.5,-5.5,0.311111111111111,0.6888888888888889,17,2.763344577348251,0.4244290979333076,-17,8.263344577348251,0.28300000000000003,-0.10142499999999997,-19.76334457734825,-1,1
636,636,636,323,Washington,113,130,NewYork,131,-150,225.0,221.0,-3.0,-3.0,0.4201680672268907,0.5798319327731092,18,-4.314446730922022,0.616975935405009,-18,-1.3144467309220218,0.5364,0.0066099999999999996,-13.685553269077978,-1,0
637,637,637,323,Phoenix,110,-130,Miami,100,110,215.5,213.5,-1.0,2.0,0.5427435387673957,0.4572564612326044,-10,7.489060633156789,0.3027571789848742,10,5.489060633156789,0.35150000000000003,-0.06546249999999998,2.5109393668432114,1,0
638,638,638,323,Philadelphia,108,-180,GoldenState,98,160,220.5,219.0,3.5,4.0,0.6256684491978609,0.374331550802139,-10,18.16507183713484,0.105145880709579,10,14.165071837134839,0.16259999999999997,-0.16463500000000006,-8.165071837134839,-1,1
639,639,639,323,Brooklyn,116,120,Portland,112,-140,236.5,232.5,-1.5,-2.5,0.437956204379562,0.562043795620438,-4,2.940727455621865,0.4196422436269272,4,5.4407274556218646,0.3528,-0.06478000000000002,1.059272544378135,1,0
640,640,640,324,Detroit,111,250,Indiana,116,-300,218.5,219.5,-6.0,-7.5,0.2758620689655172,0.7241379310344829,5,-6.666573878231066,0.6771570850149677,-5,0.8334261217689338,0.4769,0.0,1.6665738782310662,1,0
641,641,641,324,Denver,111,-125,Toronto,135,105,224.5,223.5,-0.0,1.5,0.5324675324675325,0.4675324675324675,24,17.214075707369986,0.1175787803401244,-24,15.714075707369986,0.13759999999999994,-0.17776000000000003,-41.214075707369986,-1,1
642,642,642,324,Boston,119,245,Milwaukee,121,-290,230.0,231.0,-4.5,-7.0,0.2804746494066882,0.7195253505933118,2,-16.852479000321743,0.8774309905571114,-2,-9.852479000321743,0.7531,0.12037749999999998,14.852479000321743,1,1
643,643,643,324,Phoenix,111,-450,Orlando,112,375,213.5,215.5,8.0,9.0,0.7953488372093024,0.2046511627906976,1,15.373130108686116,0.1445232015113583,-1,6.373130108686116,0.32899999999999996,-0.07727500000000004,-16.373130108686116,-1,1
644,644,644,324,Dallas,128,-350,Minnesota,108,290,228.5,231.0,7.0,8.0,0.7520661157024794,0.2479338842975206,-20,10.71088473469668,0.2300501485191756,20,2.7108847346966805,0.4253,-0.02671749999999995,9.28911526530332,1,0
645,645,645,324,Cleveland,103,265,Chicago,94,-320,219.5,214.0,-7.0,-7.0,0.2644836272040302,0.7355163727959698,-9,-12.010855300203024,0.7962595537477949,9,-5.0108553002030245,0.6361,0.05895250000000003,21.010855300203026,1,1
646,646,646,324,Charlotte,122,-180,Houston,97,160,224.0,223.0,3.0,3.5,0.6256684491978609,0.374331550802139,-25,14.532143398704154,0.1581194511270998,25,11.032143398704154,0.2218,-0.13355499999999998,10.467856601295846,1,0
647,647,647,324,Memphis,116,-290,OklahomaCity,107,245,221.5,218.5,5.0,7.0,0.7195253505933118,0.2804746494066882,-9,5.237640580342134,0.35896876993897,9,-1.7623594196578658,0.5487,0.013067499999999994,3.762359419657866,1,1
648,648,648,324,LAClippers,134,-240,SanAntonio,101,200,220.5,222.0,5.0,6.0,0.6792452830188679,0.320754716981132,-33,1.5554830754127855,0.4572855296291183,33,-4.444516924587214,0.6212,0.05113,31.444516924587216,1,1
649,649,649,324,Atlanta,108,-150,Sacramento,110,130,237.0,232.0,3.0,3.0,0.5798319327731092,0.4201680672268907,2,5.5476399717485005,0.3510097201400021,-2,2.5476399717485005,0.42979999999999996,-0.024355000000000012,-7.5476399717485005,-1,1
